"http://www.econocom.be/	No email address detected",
"http://www.efico.com/	No email address detected",
http://www.electrolux.com/,No email address detected
http://www.esso.be/,No email address detected
http://www.delhaize-le-lion.be,No email address detected
http://www.etexgroup.com,No email address detected
http://www.ethyl.com/,No email address detected
http://www.euroclean.be,No email address detected
http://www.excelease.be/,No email address detected
http://www.exxon.mobil.com,No email address detected
http://www.fabricom.be/,No email address detected
"http://www.powerpack.be/","info@powerpack.be"
"http://www.fciconnect.com","No email address detected"
"http://www.loreal.com","No email address detected"
"http://www.fiat.be/","No email address detected"
"http://www.Flexsys.com","No email address detected"
"http://www.floridienne.be/","No email address detected"
"http://www.fluxys.net/","No email address detected"
"http://www.ford.be/","No email address detected"
"http://www.fountain-group.com/","No email address detected"
"http://www.fcdf.com","No email address detected"
"http://www.fcdf.com/","No email address detected"
"http://www.prima.be/","info@lambrechts.be"
"http://www.idb.be/","No email address detected"
"http://www.franki.be/","info@franki.be, info.frankiconstruct@franki.be, groep@willemen.be"
